Account ID,Contact Email (to),Contact First Name,Twins Email (from),Campaign
TWN1048391,dickson832@tonsy.org,Harvey,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1048564,loard@sheye.org,Logan,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1050857,bryon_malone4513@supunk.biz,Bryon,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1052799,clarke2811@mafthy.com,Naomi,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1054502,mason14@dionrab.com,Henry,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1054527,carmen.richardson6233@grannar.com,Carmen,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1055666,camila@deavo.com,Camila,jackthomas@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1056,monica@gembat.biz,Monica,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1059116,marvin.horton5562@bauros.biz,Marvin,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1060228,moss1044@ovock.tech,Georgia,jackthomas@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1062830,chuck_becker1234@acrit.org,Chuck,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1067495,weatcroft7960@famism.biz,Denis,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN107069,ellery5675@twace.org,Boris,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1081,frkey@nickia.com,Freya,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1082888,anne_weldon4787@deons.tech,Anne,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1083715,macy_torres8596@bungar.biz,Macy,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1095430,mally@bulaffy.com,Mason,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1096,zoter@corti.com,Zoe,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1100886,mison@womeona.net,Miley,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1102229,liliana.moore1770@zorer.org,Liliana,majormanning@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN111066,leley@cispeto.com,Leslie,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1114858,etton@liret.org,Ethan,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1114880,adelaide@bretoux.com,Adelaide,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1114882,jayden_young4203@guentu.biz,Jayden,andrewerlandson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1114887,makenzie_bell5698@sveldo.biz,Makenzie,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1114947,tom.swift6226@hourpy.biz,Tom,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1114965,harry.parker3473@famism.biz,Harry,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115039,erick.jackson3791@twace.org,Erick,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115130,rick@brety.org,Rick,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115257,marla_cavanagh7884@sveldo.biz,Marla,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115259,denis@deons.tech,Denis,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115268,crystal_warren8011@mafthy.com,Crystal,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115274,kirsten.pearce3585@bauros.biz,Kirsten,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115277,toood@elnee.tech,Tom,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115306,wilkinson5795@twipet.com,Phillip,aliwilson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115310,aiden.funnell2429@yahoo.com,Aiden,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115314,flynn6228@nimogy.biz,Martin,aliwilson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115321,rocco.todd3427@bulaffy.com,Rocco,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115384,panor@zorer.org,Paige,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115402,matt@bulaffy.com,Matt,peterthompson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115429,garcia6424@joiniaa.com,Bart,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115447,carmella.tanner5966@vetan.org,Carmella,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115465,maggie@supunk.biz,Maggie,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115470,callie.long4148@kideod.biz,Callie,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115481,manuel@ubusive.com,Manuel,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115495,goldsmith4593@liret.org,Chester,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115526,carter7926@tonsy.org,Cedrick,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115579,tania.whatson2477@kideod.biz,Tania,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115613,candace.bell5897@brety.org,Candace,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115619,marie.oliver5269@irrepsy.com,Marie,aliwilson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115629,gemma@deavo.com,Gemma,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115698,kurt_larkin8160@infotech44.tech,Kurt,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115703,lara_price3223@supunk.biz,Lara,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115714,julian_gray4560@deons.tech,Julian,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115725,maves@muall.tech,Marina,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115819,rocco.adler8173@muall.tech,Rocco,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115820,barney_clark7835@nickia.com,Barney,peterthompson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115829,chley@kideod.biz,Cherish,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115902,enoch_jenkin1530@yahoo.com,Enoch,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115910,shaw9472@liret.org,Carmen,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115922,kelly3304@twipet.com,Clint,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1115960,daniel.pope5295@extex.org,Daniel,jackthomas@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116022,truscott8640@guentu.biz,Leah,aliwilson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116082,josephine_hale7233@eirey.tech,Josephine,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116191,sebastian_dyson317@brety.org,Sebastian,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116201,vicky@mafthy.com,Vicky,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116235,rycroft9744@grannar.com,Alexander,majormanning@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116253,manuel.tate5343@cispeto.com,Manuel,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116292,david.lewin3232@jiman.org,David,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116301,mason_porter4437@hourpy.biz,Mason,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116302,peton@womeona.net,Percy,andrewerlandson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116312,jayden.varndell6903@joiniaa.com,Jayden,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116372,caydence@kideod.biz,Caydence,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116419,taies@extex.org,Taylor,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116438,cherish@hourpy.biz,Cherish,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116469,jennifer_rodwell4617@bungar.biz,Jennifer,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116543,marla.murphy7816@bauros.biz,Marla,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116564,ema.shaw8636@zorer.org,Ema,peterthompson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116614,addison299@corti.com,Chester,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116636,eileen.hunter8510@supunk.biz,Eileen,aliwilson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116774,bell2821@twipet.com,Dorothy,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116845,gladys@womeona.net,Gladys,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116882,mison@liret.org,Mike,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116966,aiden@deons.tech,Aiden,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1116982,rick@atink.com,Rick,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117072,roowe@mafthy.com,Rocco,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117073,samantha_carpenter2583@yahoo.com,Samantha,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117132,royer@deons.tech,Rocco,majormanning@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117239,dadon@bretoux.com,Danny,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117315,jenna_aldridge1691@atink.com,Jenna,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117339,dolen@twipet.com,Doug,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117430,bob@atink.com,Bob,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117486,cater@typill.biz,Cassidy,jackthomas@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117911,jarvis8599@bulaffy.com,Cassidy,jackthomas@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117919,holmes1708@tonsy.org,Manuel,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117963,oliver5639@corti.com,Miley,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1117996,macy_hall2855@acrit.org,Macy,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1118049,brennan2437@infotech44.tech,Mason,andrewerlandson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1118079,mibbs@hourpy.biz,Mike,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1118108,beill@deons.tech,Benny,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1118229,auris@gmail.com,Audrey,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1118249,anoll@corti.com,Angelica,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1118826,denis_williams219@bauros.biz,Denis,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1120271,wigley4807@atink.com,Ema,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1120689,rocco.stewart8326@gmail.com,Rocco,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1121233,amers@irrepsy.com,Amelia,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1121602,hewan@brety.org,Henry,aliwilson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1121819,felicity.mould3932@grannar.com,Felicity,peterthompson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1122427,iston@kideod.biz,Isabel,andrewerlandson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1122537,vass4532@liret.org,Benny,andrewerlandson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1122851,denny.downing2097@gembat.biz,Denny,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1123054,collins2257@cispeto.com,Aleksandra,andrewerlandson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1123407,pope5672@mafthy.com,Elle,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1123935,karen_walsh3161@zorer.org,Karen,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1124,denis_kirby8630@gembat.biz,Denis,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1124036,liort@ovock.tech,Liam,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1124237,benjamin_jackson957@naiker.biz,Benjamin,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1124284,rosa_rust8549@eirey.tech,Rosa,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1124735,elijah@qater.org,Elijah,peterthompson@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1125697,harry@zorer.org,Harry,majormanning@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1125874,parker7056@deons.tech,Bryon,jackthomas@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1126040,jakey@irrepsy.com,Jamie,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1126054,julius@grannar.com,Julius,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1126076,harry@twipet.com,Harry,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1126120,kuack@naiker.biz,Kurt,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1126251,daght@deons.tech,Daria,jackthomas@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1126264,brark@naiker.biz,Brad,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1126279,eryn@joiniaa.com,Eryn,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1126381,naard@twipet.com,Natalie,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1126628,egerton8976@famism.biz,Thea,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1127189,wright1317@vetan.org,Rocco,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1127426,spencer6464@cispeto.com,Daron,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1127524,gates4787@acrit.org,Helen,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1128176,anthony_whinter58@infotech44.tech,Anthony,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1128251,hooper5629@cispeto.com,Dorothy,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1129518,chadwick@acrit.org,Chadwick,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1134066,vallins8450@infotech44.tech,Mackenzie,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1135470,bridgetboo@cispeto.com,Bridget,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1135643,greta.edwards9879@jiman.org,Greta,jackthomas@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1137068,alan@infotech44.tech,Alan,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1139099,denis@extex.org,Denis,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1142345,lucas@dionrab.com,Lucas,jackthomas@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1148956,hayden.stewart8976@grannar.com,Hayden,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1151447,amy.yarwood3865@gembat.biz,Amy,majormanning@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1152797,shalt@muall.tech,Shannon,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1155625,russel@deavo.com,Russel,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1155854,mcneill9657@dionrab.com,Sabrina,majormanning@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1162,waterhouse9566@nimogy.biz,Rosalie,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1162715,michael_pond638@joiniaa.com,Michael,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1165731,roger.ellison3648@iatim.tech,Roger,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1168256,hank@infotech44.tech,Hank,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1168811,gemma_allen6357@womeona.net,Gemma,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1168848,spencer8631@gompie.com,Hank,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1170120,brwen@mafthy.com,Bryon,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1171550,evelynn@bulaffy.com,Evelynn,majormanning@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN117490,deler@liret.org,Denny,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1175120,carissa@dionrab.com,Carissa,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1179055,sloane_kent2170@bretoux.com,Sloane,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1187827,farrow9053@fuliss.net,Gloria,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1187837,chappell6899@dionrab.com,Keira,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1187913,lana.uttridge4550@ovock.tech,Lana,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
TWN1187940,noah_snow4947@ovock.tech,Noah,tickets@twinsbaseball.com,Campaign 1 (2 for 1 Offer)
