Account ID,Contact Email (to),Contact First Name,Twins Email (from),Campaign
TWN3719050,margaret_allen5109@deons.tech,Margaret,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN719303,michael_oatway2152@gmail.com,Michael,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3319501,shelby@grannar.com,Shelby,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1114852,doug.squire2256@hourpy.biz,Monica,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3648883,caker@nanoff.biz,Camden,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1342062,liam@liret.org,Liam,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1909,benny.locke5036@ovock.tech,Benny,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2123,elish.cox@yahoo.com,Elisha,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN4367,benny.atkinson7130@joiniaa.com,Benny,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN655051,jodon@dionrab.com,Johnathan,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2471533,totin@nanoff.biz,Tom,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3647952,mandy.neal4306@ubusive.com,Mandy,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1114965,harry.parker3473@famism.biz,Harry,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1843117,seade@cispeto.com,Selena,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1815490,luke@acrit.org,Luke,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1397262,penelope.hewitt8774@muall.tech,Penelope,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN4578,boews@liret.org,Boris,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3544728,maall@nimogy.biz,Candace,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1115497,henry.pearson4678@iatim.tech,Henry,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1157534,tony.evans3392@tonsy.org,Tony,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3085197,louise_saunders8938@jiman.org,Louise,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2053947,moira.vaughn1252@womeona.net,Moira,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1044624,josh.miller9847@guentu.biz,Josh,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN946769,rosalyn.williams3810@mafthy.com,Rosalyn,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN846043,julius.woods8161@supunk.biz,Julius,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1401420,elijah.sanchez5126@womeona.net,Anne,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1416623,ronald_varley4414@brety.org,Ronald,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1125887,alan@gmail.com,Alan,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN587288,caleb@bauros.biz,Carissa,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1420094,henry_campbell6256@sheye.org,Henry,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN780438,enlls@famism.biz,Enoch,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1028253,manor@gembat.biz,Martin,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN591189,wade_randall4562@famism.biz,Wade,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1116569,clint_squire4383@zorer.org,Brad,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1310082,candace.morley2589@zorer.org,Candace,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1577534,george.olson7928@typill.biz,George,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1642257,emner@joiniaa.com,Ema,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3408300,johnathan_gregory3314@nickia.com,Johnathan,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1056044,benny@cispeto.com,Benny,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1898,noick@iatim.tech,Norah,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1115585,edler6210@guentu.biz,Rufus,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1161826,abbey@infotech44.tech,Abbey,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3245986,emerald@acrit.org,Mike,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1116058,sage_thorne1318@dionrab.com,George,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN4425,luolt@bungar.biz,Lucy,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1317722,coott@guentu.biz,Courtney,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3296586,spencer35@acrit.org,Rhea,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1403871,gloria_connor8805@mafthy.com,Gloria,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1726042,janice.harrison952@nanoff.biz,Janice,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN946114,maman@eirey.tech,Maggie,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1028895,button3412@bulaffy.com,Hayden,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3444673,wiall@gembat.biz,William,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN655095,aiden@guentu.biz,Aiden,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2854825,elise_jacobs3754@nimogy.biz,Elise,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3751195,saell@ovock.tech,Samantha,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1199742,cameron8710@elnee.tech,Marie,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN151286,lucas_tyler485@grannar.com,Lucas,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1124289,enoch.edmonds5366@brety.org,Enoch,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN631960,joseph.roscoe5670@sheye.org,Joseph,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1458329,hares@corti.com,Harvey,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1886142,larkin3635@deons.tech,Makenzie,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1115230,wilkinson2705@extex.org,Paige,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3532211,noson@acrit.org,Noah,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN945822,parker_funnell3181@eirey.tech,Parker,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3335599,eshaw@ubusive.com,Hannah,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3709327,alexander_may1206@gmail.com,Alexander,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN783548,robertson8687@bungar.biz,Margaret,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1263,kurt@gompie.com,Kurt,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1416,payton.simpson1829@twipet.com,Payton,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1116845,gladys@womeona.net,Gladys,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN4633,marshall3640@bretoux.com,Marvin,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1029335,rhlee@corti.com,Rhea,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1795038,mason@yahoo.com,Mason,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1938682,hancock745@muall.tech,Ramon,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1031849,aiden_robertson9856@ovock.tech,Aiden,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN848481,abdul.kerr6600@gompie.com,Abdul,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3697630,georgia@deavo.com,Georgia,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN4414,michael_brooks4911@gompie.com,Michael,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1598606,samantha@brety.org,Wade,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1115236,jeght@joiniaa.com,Jessica,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3313543,caleb.hepburn8417@nanoff.biz,Lucas,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3130141,maark@cispeto.com,Mark,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1175726,domenic_alcroft7106@bauros.biz,Domenic,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1398504,henry@bulaffy.com,Henry,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1592525,ranks6894@vetan.org,Hanna,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2392483,rowan_watson3534@nimogy.biz,Rowan,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1815838,rocco@gembat.biz,Rocco,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1126373,jack@atink.com,Jack,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN659947,narke@nimogy.biz,Harry,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3373520,wiuld@bauros.biz,William,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3672821,eve_malone9488@brety.org,Eve,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1303220,leroy_raven1284@typill.biz,Leroy,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN945728,loson@eirey.tech,Louise,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1391742,jaylene@nanoff.biz,Jaylene,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1055588,chson@gmail.com,Carter,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2860685,wade.selby4386@jiman.org,Wade,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1590764,russel.latham3934@infotech44.tech,Phoebe,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1032997,kiper@guentu.biz,Nancy,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1201623,stgan@supunk.biz,Stacy,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN780825,frter@nickia.com,Fred,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN846423,rhea@bauros.biz,Gil,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1989,enley@infotech44.tech,Noemi,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3127801,maood@tonsy.org,Mason,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3327187,mason.upsdell6135@twipet.com,Mason,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN663906,peter_tate5861@irrepsy.com,Peter,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN590210,maxwell_callan1649@extex.org,Maxwell,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN719169,bloom4484@famism.biz,Peter,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN592321,hobbs9218@typill.biz,Josh,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1848602,kieth_veale5542@bauros.biz,Kieth,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3709470,mike_burnley3311@womeona.net,Mike,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN946493,lynn_walter6029@nickia.com,Lynn,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2070,doug@tonsy.org,Doug,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN846548,maton@jiman.org,Matthew,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1148956,hayden.stewart8976@grannar.com,Hayden,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3370838,sca.man@yahoo.com,Scarlett,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3482538,abdul@zorer.org,Hayden,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1502739,gray3286@brety.org,Moira,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN666666,andrews3148@liret.org,Alan,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN845412,lucas.andrews9223@corti.com,Elijah,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN656210,chad@dionrab.com,Chad,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN4605,macy.yoman2707@deavo.com,Henry,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN802780,julia.pearson7752@elnee.tech,Julia,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1275,gwlls@cispeto.com,Thea,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3220785,ciara@brety.org,Harry,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3643127,wright7658@supunk.biz,Sofie,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1878,susan_morris3306@yahoo.com,Susan,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2244772,maher@zorer.org,Percy,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3407842,harper7009@corti.com,Rosalyn,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1033753,chad_eastwood7672@qater.org,Chad,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1580,liam_lyon7011@hourpy.biz,Liam,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN591643,elena@hourpy.biz,Elena,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN639558,jenna_lloyd8747@acrit.org,Jenna,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3529676,rosemary@hourpy.biz,Rosemary,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1380542,alard@twipet.com,Alexia,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1087666,cedrick@deavo.com,Cedrick,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1403939,gabriel@bretoux.com,Gabriel,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN946337,fisher1260@elnee.tech,Keira,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1190026,vicky.addison9400@nimogy.biz,Ronald,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3645191,kurt.healy1972@gompie.com,Kurt,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3316412,robertson4283@mafthy.com,Percy,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1008914,wade@famism.biz,Wade,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2425268,olson1135@bungar.biz,Kieth,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3541178,logan.marshall8217@ovock.tech,William,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN846166,cedrick@elnee.tech,Ilona,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN860370,potts898@eirey.tech,Enoch,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1095,henry.nurton4141@zorer.org,Henry,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1144627,harvey.verdon2194@bulaffy.com,Harvey,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3077186,wigley7625@joiniaa.com,Bart,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1453,bryon.hancock9153@irrepsy.com,Aiden,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1513488,mcneill5044@zorer.org,Holly,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN953102,brooklyn.coates4791@joiniaa.com,Brooklyn,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1617224,luke@typill.biz,Luke,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1374743,jules.snell3187@gembat.biz,Noah,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3235131,shart@famism.biz,Shelby,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1537838,agron@yahoo.com,Agnes,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1327344,gwen_selby4883@yahoo.com,Gwen,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN730169,roder@typill.biz,Destiny,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN588660,fall970@supunk.biz,Maya,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2447262,bob_evans789@grannar.com,Bob,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1601497,attwood1686@elnee.tech,Rufus,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3530727,harvey@supunk.biz,Harvey,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2085,tyler_adams3616@nanoff.biz,Tyler,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1513537,chelsea@acrit.org,Chelsea,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1661,rogers9656@sheye.org,Kendra,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1035390,makenzie.harris8581@fuliss.net,Peter,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN515362,erick@zorer.org,Erick,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN523201,javier_osman2379@supunk.biz,Javier,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN591290,brad@extex.org,Brad,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN4328,kate@nanoff.biz,Kate,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN779896,john@gembat.biz,Bree,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN655457,luke@hourpy.biz,Lucas,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1305103,farrant4752@nimogy.biz,Sabina,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3307874,rahea@infotech44.tech,Ramon,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3699138,daing@gmail.com,Daniel,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3123638,martin.graves9056@acrit.org,Lorraine,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN66080,bristol_myatt4790@gembat.biz,Bristol,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1456245,roson@mafthy.com,Rosemary,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1028435,nicholas.townend2169@sheye.org,Nicholas,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1401820,david_maxwell8892@nickia.com,David,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1557927,moran9580@tonsy.org,Clint,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN659928,jocelyn.farrant5699@nimogy.biz,Jocelyn,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1315024,liney@womeona.net,Madison,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1003,matthews9864@ubusive.com,Cassandra,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN849768,noope@ubusive.com,Noah,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1461427,lorraine.phillips6743@atink.com,Lorraine,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3442395,tony.upsdell7384@womeona.net,Tony,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN945870,logan@tonsy.org,Logan,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1403746,camila.gibson1131@grannar.com,Marilyn,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3175951,tanner299@sheye.org,Tom,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN535002,paott@jiman.org,Paige,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN783563,andrea_jefferson370@yahoo.com,Andrea,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1858,renee@iatim.tech,Aiden,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2853365,alcroft1375@supunk.biz,Davina,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1115854,bree@elnee.tech,Bree,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN2464826,gladys_forth1342@sveldo.biz,Gladys,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN3543058,camellia_edwards3401@fuliss.net,Camellia,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1189281,hobson4167@bretoux.com,Fred,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN1115658,mason@bauros.biz,Mason,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN945286,manon@sheye.org,Marvin,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN488935,stowe@gembat.biz,Stella,aliwilson@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
TWN517331,william@nimogy.biz,William,tickets@twinsbaseball.com,Campaign 2 (Flex 40 Promo)
